psnrs,iters
14.204561,0
14.048343,1
13.941856,2
14.346232,3
13.746414,4
14.69998,5
14.097034,6
14.00319,7
14.441029,8
13.96644,9
14.255649,10
13.835206,11
14.1828785,12
14.463557,13
14.307545,14
14.289724,15
14.504805,16
14.497537,17
14.126308,18
14.209139,19
14.407774,20
14.787879,21
14.180278,22
13.925272,23
14.713194,24
14.584908,25
14.459074,26
15.040226,27
14.320515,28
14.333902,29
14.079313,30
14.33345,31
14.067903,32
14.509107,33
14.4116,34
15.238085,35
14.247993,36
14.089399,37
15.0379095,38
14.302503,39
14.039598,40
14.629479,41
14.3921,42
14.448529,43
14.82223,44
14.344845,45
14.778199,46
14.756271,47
14.565302,48
14.52587,49
14.400779,50
14.611591,51
14.240255,52
14.424465,53
14.800985,54
14.46425,55
14.78047,56
14.699795,57
14.978255,58
14.734552,59
14.929017,60
14.549675,61
14.6796,62
14.779178,63
14.697188,64
14.859242,65
14.4915285,66
14.298016,67
14.331751,68
14.632626,69
14.262041,70
14.720701,71
14.820833,72
14.629172,73
14.768287,74
14.918293,75
14.573978,76
15.053289,77
15.328777,78
15.355385,79
15.011935,80
14.58911,81
14.998727,82
15.12247,83
14.988499,84
14.929001,85
14.923543,86
14.79252,87
14.779244,88
14.580444,89
14.714102,90
15.091954,91
14.823761,92
14.98232,93
15.5065,94
14.99584,95
15.102758,96
14.991642,97
15.559589,98
15.004528,99
15.08724,100
