psnrs,iters
24.523006,0
25.279789,1
24.293877,2
22.070292,3
24.925787,4
23.805952,5
24.526134,6
24.778622,7
24.585323,8
24.076397,9
25.485418,10
23.946589,11
25.375757,12
25.01929,13
25.027596,14
24.956211,15
23.870878,16
22.962166,17
23.792408,18
24.156649,19
24.036156,20
24.368572,21
24.597519,22
23.332388,23
25.281036,24
22.96602,25
24.698687,26
23.539202,27
25.269772,28
24.441454,29
25.401628,30
24.425678,31
23.217728,32
22.220478,33
26.406971,34
24.926167,35
25.77391,36
28.338564,37
24.816639,38
23.838234,39
25.567694,40
23.343086,41
23.907585,42
24.031164,43
25.017586,44
24.52895,45
25.782497,46
24.306776,47
26.303444,48
24.576244,49
25.907602,50
24.82692,51
22.627085,52
26.267967,53
23.525438,54
24.213615,55
23.319569,56
23.55883,57
26.591396,58
26.559502,59
24.404161,60
25.048353,61
25.016209,62
24.364998,63
24.990532,64
23.554607,65
24.70063,66
24.658024,67
25.592262,68
21.816936,69
26.175488,70
24.556698,71
24.747059,72
23.419155,73
25.403015,74
23.368242,75
24.845009,76
23.476679,77
24.214067,78
23.703802,79
21.983671,80
25.468002,81
23.63271,82
23.958796,83
22.578876,84
25.344975,85
24.289494,86
24.995903,87
25.065628,88
25.02635,89
25.300766,90
24.534653,91
25.090786,92
26.669037,93
23.598845,94
24.588245,95
25.26061,96
25.054434,97
24.4376,98
25.224838,99
23.864502,100
25.586002,101
24.222313,102
23.679354,103
23.707668,104
23.420698,105
23.807257,106
25.54528,107
24.54796,108
24.85297,109
24.560926,110
27.096367,111
26.682932,112
24.469921,113
25.17829,114
25.237934,115
25.395937,116
22.716911,117
24.898949,118
26.715956,119
24.368917,120
26.401918,121
24.691662,122
23.875057,123
23.807564,124
25.19793,125
23.658659,126
23.587875,127
27.429111,128
23.440407,129
25.823277,130
26.375908,131
23.514082,132
23.330952,133
25.403383,134
23.6221,135
23.13671,136
25.077192,137
24.042358,138
25.263203,139
25.35526,140
24.410492,141
24.616014,142
23.564121,143
23.793924,144
25.70337,145
25.167645,146
22.766228,147
23.704119,148
25.040415,149
23.324463,150
23.88814,151
25.565414,152
23.6234,153
24.709133,154
24.613861,155
24.081728,156
24.923677,157
25.376163,158
24.087086,159
23.714764,160
25.522392,161
26.08368,162
24.037971,163
26.154232,164
24.146357,165
25.486403,166
23.31498,167
25.809793,168
26.233551,169
24.675209,170
23.528177,171
23.77979,172
23.719751,173
25.016426,174
27.286118,175
25.273035,176
26.41574,177
24.380486,178
22.607525,179
23.28128,180
23.465643,181
24.01464,182
24.313324,183
23.974493,184
24.61849,185
25.168793,186
26.486004,187
23.487701,188
25.343027,189
23.664915,190
24.221537,191
24.913872,192
24.113634,193
25.201128,194
24.86488,195
23.02944,196
24.49443,197
25.038204,198
25.7263,199
24.679169,200
24.09046,201
25.356426,202
24.518402,203
25.294554,204
26.755875,205
26.050507,206
25.174911,207
24.432522,208
22.565144,209
26.6492,210
24.342949,211
24.786308,212
23.735628,213
24.769215,214
25.71455,215
25.022015,216
24.09153,217
27.274796,218
23.02501,219
25.47715,220
24.884949,221
23.43749,222
23.751614,223
23.42578,224
23.797562,225
24.622114,226
23.123438,227
22.432503,228
25.155602,229
24.295765,230
25.375183,231
24.236,232
24.983213,233
23.99239,234
23.563345,235
25.117167,236
23.927975,237
24.797928,238
25.33003,239
24.05376,240
25.113995,241
28.377068,242
24.562096,243
22.936155,244
23.873127,245
24.00727,246
26.482525,247
24.141552,248
26.571667,249
25.379221,250
24.759008,251
22.662994,252
24.56039,253
25.437775,254
23.977856,255
24.959393,256
23.475197,257
24.564312,258
24.545135,259
25.778305,260
24.87922,261
26.33832,262
24.144104,263
23.616974,264
24.728987,265
22.885403,266
23.799763,267
23.11618,268
25.946245,269
23.787895,270
23.826694,271
24.307056,272
23.160488,273
25.641712,274
25.126774,275
24.291456,276
25.518341,277
24.169365,278
22.26732,279
24.781954,280
24.794186,281
25.169067,282
23.290184,283
24.562513,284
24.388844,285
23.069933,286
24.903124,287
24.252836,288
23.894636,289
22.951595,290
24.324244,291
24.059515,292
25.69433,293
26.183315,294
24.820896,295
26.200523,296
24.661793,297
25.847183,298
24.556477,299
24.951221,300
23.281271,301
23.094528,302
24.81087,303
25.920794,304
23.57665,305
22.861328,306
26.735981,307
23.315832,308
23.254044,309
25.550917,310
24.44814,311
25.196703,312
24.48988,313
25.961723,314
23.875713,315
23.770222,316
24.326029,317
24.746017,318
24.046577,319
24.373732,320
24.945686,321
23.848812,322
24.636555,323
24.587677,324
24.784351,325
24.32837,326
23.783955,327
25.784275,328
25.865374,329
25.317562,330
26.42194,331
26.090792,332
22.97476,333
26.482573,334
24.822691,335
27.867302,336
24.77338,337
24.42619,338
24.356062,339
24.875973,340
23.584103,341
23.535673,342
27.395247,343
23.75001,344
25.86747,345
25.833075,346
25.766727,347
24.84771,348
24.341097,349
25.323496,350
24.51578,351
24.800512,352
25.154446,353
25.02219,354
23.540394,355
24.5279,356
26.844696,357
24.035904,358
27.047531,359
23.744225,360
24.939941,361
25.072342,362
23.409916,363
25.621048,364
25.660648,365
25.392738,366
24.203913,367
24.551533,368
25.92506,369
24.13986,370
25.038837,371
26.240175,372
25.10836,373
23.987354,374
25.525864,375
24.400442,376
23.85064,377
26.71542,378
26.3359,379
24.017706,380
24.719166,381
25.016222,382
24.064,383
24.019136,384
25.986078,385
22.393105,386
22.621,387
23.691498,388
23.737617,389
24.372234,390
23.456705,391
23.465359,392
24.28793,393
24.186487,394
23.30082,395
23.830393,396
24.759256,397
22.946215,398
24.631527,399
24.671076,400
23.805895,401
22.644794,402
25.47204,403
25.547928,404
24.39041,405
24.545591,406
24.379824,407
24.998718,408
26.032417,409
24.273846,410
25.716713,411
23.172495,412
24.172113,413
24.423515,414
24.392622,415
24.53769,416
23.945969,417
25.04742,418
23.657019,419
22.577538,420
24.83475,421
23.819714,422
24.665726,423
24.06151,424
25.408142,425
24.216476,426
25.066303,427
24.20644,428
22.954462,429
23.637896,430
23.911598,431
25.623718,432
25.731966,433
24.730207,434
25.53436,435
24.437847,436
24.15107,437
26.27145,438
26.602743,439
26.092577,440
24.761402,441
24.672766,442
24.358109,443
25.125355,444
25.13999,445
22.482517,446
24.704857,447
25.195875,448
27.8483,449
26.477528,450
24.024601,451
26.095964,452
23.566036,453
24.497583,454
25.54137,455
25.812191,456
23.523663,457
25.446789,458
22.668364,459
24.207645,460
24.223953,461
25.413242,462
24.906282,463
26.423553,464
21.976755,465
24.084297,466
24.826658,467
25.39303,468
23.927412,469
21.396324,470
25.661598,471
24.335808,472
26.075356,473
25.140064,474
26.955366,475
24.676907,476
22.380268,477
24.42915,478
25.207981,479
24.544676,480
23.346226,481
26.157314,482
24.661205,483
24.623169,484
23.226309,485
23.971088,486
23.403883,487
25.445824,488
26.261856,489
24.360752,490
24.833069,491
25.120014,492
23.33459,493
25.503351,494
25.09926,495
26.745909,496
24.155529,497
26.039259,498
24.992859,499
24.294964,500
26.564367,501
24.385464,502
25.66818,503
22.932674,504
24.98598,505
24.734875,506
24.480581,507
26.762974,508
24.972097,509
24.777594,510
25.358585,511
26.611763,512
25.555733,513
24.264294,514
23.488228,515
23.198265,516
24.126019,517
24.229002,518
23.656996,519
24.854109,520
25.396141,521
25.458109,522
26.64281,523
24.544592,524
24.967491,525
24.688683,526
22.909214,527
24.334028,528
23.543272,529
25.07505,530
24.69503,531
24.187363,532
25.024876,533
24.388165,534
24.52056,535
24.485073,536
23.930923,537
24.885563,538
24.707474,539
25.749865,540
23.91533,541
23.069618,542
23.879772,543
23.918755,544
24.786184,545
23.977148,546
25.495579,547
24.916088,548
26.871052,549
22.745247,550
22.916737,551
25.291725,552
25.22512,553
25.531961,554
22.20856,555
24.236855,556
24.051449,557
24.275343,558
25.129854,559
24.602085,560
23.99405,561
25.107279,562
23.575718,563
25.529469,564
24.128187,565
24.975994,566
24.034025,567
24.526665,568
26.533003,569
24.52915,570
23.937572,571
23.907833,572
24.056376,573
26.110786,574
26.537006,575
24.029367,576
24.07322,577
24.238998,578
23.39687,579
23.867216,580
23.214045,581
25.512318,582
26.379295,583
24.323656,584
23.058374,585
25.51564,586
24.105099,587
24.45047,588
23.44885,589
25.5322,590
25.353825,591
25.728567,592
26.068893,593
24.776344,594
24.637001,595
23.658922,596
25.716206,597
24.353004,598
22.412025,599
24.349268,600
23.694946,601
27.176588,602
26.272633,603
25.245987,604
24.597443,605
23.153372,606
24.99525,607
24.527903,608
25.786198,609
24.200048,610
25.148428,611
24.197638,612
24.580101,613
25.14983,614
23.674047,615
25.038355,616
24.974098,617
25.483282,618
22.341618,619
22.551134,620
24.60529,621
24.68274,622
25.291883,623
24.589195,624
24.948063,625
24.592096,626
23.905205,627
22.519073,628
24.085722,629
25.285004,630
24.025665,631
25.402222,632
23.8756,633
24.0454,634
23.934425,635
23.517113,636
24.72652,637
23.938791,638
24.91105,639
23.413717,640
24.341217,641
25.661232,642
25.50703,643
24.282276,644
24.043182,645
24.316948,646
24.272259,647
25.163576,648
26.753233,649
24.237223,650
23.90763,651
24.820946,652
24.318932,653
25.159473,654
24.993803,655
26.951551,656
23.499992,657
22.371117,658
23.623978,659
24.058296,660
24.690166,661
21.888323,662
25.858284,663
24.755955,664
23.359432,665
24.705162,666
25.132904,667
23.792576,668
25.345444,669
23.273624,670
23.726461,671
23.328156,672
22.90162,673
24.57156,674
24.422014,675
25.008816,676
24.025337,677
24.536373,678
23.729467,679
22.735237,680
24.03373,681
24.470377,682
24.780474,683
23.529013,684
25.667824,685
23.896189,686
23.580147,687
24.704197,688
23.971954,689
24.994995,690
24.513456,691
24.82743,692
23.613493,693
25.586357,694
25.47343,695
24.857006,696
24.019566,697
25.057268,698
23.228968,699
24.194626,700
23.681898,701
26.589836,702
24.520388,703
22.26393,704
27.89961,705
24.048225,706
23.579956,707
25.41592,708
25.21827,709
24.471014,710
24.143496,711
23.986168,712
23.371025,713
25.087349,714
24.854717,715
26.059372,716
23.42367,717
25.874233,718
23.755192,719
24.989815,720
25.250374,721
25.766592,722
24.545864,723
23.927305,724
24.573265,725
22.869919,726
24.033398,727
24.472782,728
25.768116,729
24.763016,730
24.37798,731
24.235764,732
23.889603,733
23.25597,734
24.024012,735
25.435392,736
25.235477,737
27.548883,738
24.2174,739
25.800009,740
24.274485,741
24.192305,742
23.55944,743
24.49504,744
25.625755,745
23.523556,746
23.559193,747
25.619396,748
26.299658,749
23.739443,750
26.272152,751
24.54926,752
22.921711,753
26.554008,754
24.630333,755
23.639393,756
24.862942,757
24.645725,758
23.995544,759
22.991695,760
24.284956,761
24.008125,762
22.703663,763
26.521814,764
23.120567,765
24.598583,766
27.140648,767
23.36007,768
25.940887,769
24.435423,770
23.558025,771
24.301298,772
23.661785,773
23.27468,774
23.785225,775
24.433432,776
26.052414,777
24.78176,778
23.42433,779
23.931313,780
25.051327,781
23.18839,782
24.869244,783
23.821022,784
23.27361,785
23.388025,786
25.614538,787
26.617619,788
27.117413,789
22.77817,790
25.111946,791
24.68913,792
24.326462,793
25.905445,794
23.061188,795
23.16933,796
26.248787,797
24.181402,798
22.113054,799
25.189323,800
